name,processed_text,sentiment_label
Motto by Hilton New York City Chelsea,motto hilton new york citi chelsea,Excellent
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
"U Hotel Fifth Avenue, Empire State Building",u hotel fifth avenu empir state build,Very Good
Motto By Hilton New York City Times Square,motto hilton new york citi time squar,Very Good
Fairfield Inn by Marriott New York Manhattan/Financial District,fairfield inn marriott new york manhattanfinanci district,Good
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
Millennium Downtown New York,millennium downtown new york,Good
Courtyard New York Downtown Manhattan/Financial District,courtyard new york downtown manhattanfinanci district,Good
The Belvedere Hotel,belveder hotel,Very Good
Hotel Edison Times Square,hotel edison time squar,Good
Courtyard by Marriott Times Square West,courtyard marriott time squar west,Very Good
Delta Hotels by Marriott New York Times Square,delta hotel marriott new york time squar,Good
Hyatt Centric Times Square New York,hyatt centric time squar new york,Very Good
Pod 51,pod 51,Good
DoubleTree by Hilton Hotel New York City - Chelsea,doubletre hilton hotel new york citi chelsea,Good
Renaissance New York Harlem Hotel,renaiss new york harlem hotel,Good
voco Times Square South New York by IHG,voco time squar south new york ihg,Very Good
Holiday Inn Express - Times Square by IHG,holiday inn express time squar ihg,Good
Leon Hotel LES,leon hotel le,Very Good
Hampton Inn Manhattan-35th St Empire State Bldg,hampton inn manhattan35th st empir state bldg,Very Good
Four Points by Sheraton Midtown - Times Square,four point sheraton midtown time squar,Very Good
Element Times Square West,element time squar west,Very Good
Romer Hell's Kitchen,romer hell kitchen,Excellent
La Quinta by Wyndham Time Square South,la quinta wyndham time squar south,Very Good
Paramount Hotel Times Square,paramount hotel time squar,Good
DoubleTree by Hilton New York Midtown Fifth Ave,doubletre hilton new york midtown fifth ave,Good
Hilton Garden Inn West 35th Street,hilton garden inn west 35th street,Very Good
Hilton New York Times Square,hilton new york time squar,Good
Pod Times Square,pod time squar,Very Good
Carnegie Hotel,carnegi hotel,Excellent
New York Marriott Marquis,new york marriott marqui,Very Good
The Knickerbocker,knickerbock,Very Good
DoubleTree by Hilton New York Downtown,doubletre hilton new york downtown,Good
Hampton Inn by Hilton New York Times Square,hampton inn hilton new york time squar,Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
Hilton New York Fashion District,hilton new york fashion district,Good
Hyatt Centric Midtown 5th Avenue New York,hyatt centric midtown 5th avenu new york,Very Good
Nolitan Hotel SoHo - New York,nolitan hotel soho new york,Good
MOXY NYC Times Square,moxi nyc time squar,Very Good
InterContinental New York Barclay Hotel by IHG,intercontinent new york barclay hotel ihg,Very Good
Aloft New York Chelsea,aloft new york chelsea,Very Good
Kimpton Theta New York - Times Square by IHG,kimpton theta new york time squar ihg,Very Good
Aura Hotel Times Square Newly Renovated,aura hotel time squar newli renov,Good
Moxy NYC Chelsea,moxi nyc chelsea,Very Good
Hampton Inn Times Square Central,hampton inn time squar central,Very Good
New York Hilton Midtown,new york hilton midtown,Good
Hilton Garden Inn New York - Times Square Central,hilton garden inn new york time squar central,Good
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
"U Hotel Fifth Avenue, Empire State Building",u hotel fifth avenu empir state build,Very Good
Motto By Hilton New York City Times Square,motto hilton new york citi time squar,Very Good
Fairfield Inn by Marriott New York Manhattan/Financial District,fairfield inn marriott new york manhattanfinanci district,Good
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
Millennium Downtown New York,millennium downtown new york,Good
Courtyard New York Downtown Manhattan/Financial District,courtyard new york downtown manhattanfinanci district,Good
The Belvedere Hotel,belveder hotel,Very Good
Hotel Edison Times Square,hotel edison time squar,Good
Courtyard by Marriott Times Square West,courtyard marriott time squar west,Very Good
Delta Hotels by Marriott New York Times Square,delta hotel marriott new york time squar,Good
Hyatt Centric Times Square New York,hyatt centric time squar new york,Very Good
Pod 51,pod 51,Good
DoubleTree by Hilton Hotel New York City - Chelsea,doubletre hilton hotel new york citi chelsea,Good
Renaissance New York Harlem Hotel,renaiss new york harlem hotel,Good
voco Times Square South New York by IHG,voco time squar south new york ihg,Very Good
Holiday Inn Express - Times Square by IHG,holiday inn express time squar ihg,Good
Leon Hotel LES,leon hotel le,Very Good
Hampton Inn Manhattan-35th St Empire State Bldg,hampton inn manhattan35th st empir state bldg,Very Good
Four Points by Sheraton Midtown - Times Square,four point sheraton midtown time squar,Very Good
Element Times Square West,element time squar west,Very Good
Romer Hell's Kitchen,romer hell kitchen,Excellent
La Quinta by Wyndham Time Square South,la quinta wyndham time squar south,Very Good
Paramount Hotel Times Square,paramount hotel time squar,Good
DoubleTree by Hilton New York Midtown Fifth Ave,doubletre hilton new york midtown fifth ave,Good
Hilton Garden Inn West 35th Street,hilton garden inn west 35th street,Very Good
Hilton New York Times Square,hilton new york time squar,Good
Pod Times Square,pod time squar,Very Good
Carnegie Hotel,carnegi hotel,Excellent
New York Marriott Marquis,new york marriott marqui,Very Good
The Knickerbocker,knickerbock,Very Good
DoubleTree by Hilton New York Downtown,doubletre hilton new york downtown,Good
Hampton Inn by Hilton New York Times Square,hampton inn hilton new york time squar,Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
Hilton New York Fashion District,hilton new york fashion district,Good
Hyatt Centric Midtown 5th Avenue New York,hyatt centric midtown 5th avenu new york,Very Good
Nolitan Hotel SoHo - New York,nolitan hotel soho new york,Good
MOXY NYC Times Square,moxi nyc time squar,Very Good
InterContinental New York Barclay Hotel by IHG,intercontinent new york barclay hotel ihg,Very Good
Aloft New York Chelsea,aloft new york chelsea,Very Good
Kimpton Theta New York - Times Square by IHG,kimpton theta new york time squar ihg,Very Good
Aura Hotel Times Square Newly Renovated,aura hotel time squar newli renov,Good
Moxy NYC Chelsea,moxi nyc chelsea,Very Good
Hampton Inn Times Square Central,hampton inn time squar central,Very Good
New York Hilton Midtown,new york hilton midtown,Good
Hilton Garden Inn New York - Times Square Central,hilton garden inn new york time squar central,Good
Sanctuary Hotel New York,sanctuari hotel new york,Very Good
Courtyard by Marriott Times Square West,courtyard marriott time squar west,Very Good
Aloft New York Chelsea,aloft new york chelsea,Very Good
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",histor blue angel hotel lexington ave ascend hotel collect,Excellent
La Quinta by Wyndham Time Square South,la quinta wyndham time squar south,Very Good
Wingate by Wyndham New York Midtown South/5th Ave,wingat wyndham new york midtown south5th ave,Very Good
Hyatt Centric Midtown 5th Avenue New York,hyatt centric midtown 5th avenu new york,Very Good
Renaissance New York Midtown Hotel,renaiss new york midtown hotel,Excellent
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
Hotel Edison Times Square,hotel edison time squar,Good
Kimpton Hotel Eventi by IHG,kimpton hotel eventi ihg,Very Good
"The Cloud One New York-Downtown, by the Motel One Group",cloud one new yorkdowntown motel one group,Excellent
Motto By Hilton New York City Times Square,motto hilton new york citi time squar,Very Good
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
InterContinental New York Barclay Hotel by IHG,intercontinent new york barclay hotel ihg,Very Good
The Knickerbocker,knickerbock,Very Good
Four Points by Sheraton Manhattan SoHo Village,four point sheraton manhattan soho villag,Very Good
Courtyard New York Manhattan/Midtown West,courtyard new york manhattanmidtown west,Excellent
Sheraton Tribeca New York Hotel,sheraton tribeca new york hotel,Good
Four Points by Sheraton New York Downtown,four point sheraton new york downtown,Good
UNTITLED at 3 Freeman Alley,untitl 3 freeman alley,Very Good
Renaissance New York Chelsea Hotel,renaiss new york chelsea hotel,Very Good
Virgin Hotels New York City,virgin hotel new york citi,Very Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
Courtyard by Marriott New York Manhattan/ Fifth Avenue,courtyard marriott new york manhattan fifth avenu,Good
Paramount Hotel Times Square,paramount hotel time squar,Good
Element Times Square West,element time squar west,Very Good
Millennium Hilton New York One UN Plaza,millennium hilton new york one un plaza,Good
Moxy NYC Chelsea,moxi nyc chelsea,Very Good
Kimpton Theta New York - Times Square by IHG,kimpton theta new york time squar ihg,Very Good
Westgate New York Grand Central,westgat new york grand central,Very Good
Delta Hotels by Marriott New York Times Square,delta hotel marriott new york time squar,Good
AC Hotel by Marriott New York Downtown,ac hotel marriott new york downtown,Very Good
Pod Times Square,pod time squar,Very Good
Four Points by Sheraton Midtown - Times Square,four point sheraton midtown time squar,Very Good
Millennium Downtown New York,millennium downtown new york,Good
Warwick New York,warwick new york,Very Good
Romer Hell's Kitchen,romer hell kitchen,Excellent
Aura Hotel Times Square Newly Renovated,aura hotel time squar newli renov,Good
Hilton Garden Inn New York/Midtown Park Avenue,hilton garden inn new yorkmidtown park avenu,Very Good
Carnegie Hotel,carnegi hotel,Excellent
Hotel AKA NoMad,hotel aka nomad,Very Good
Hotel Elysee by Library Hotel Collection,hotel elyse librari hotel collect,Excellent
Embassy Suites By Hilton New York Manhattan Times Square,embassi suit hilton new york manhattan time squar,Good
Tempo By Hilton New York Times Square,tempo hilton new york time squar,Excellent
Hampton Inn by Hilton New York Times Square,hampton inn hilton new york time squar,Good
NoMo SoHo,nomo soho,Good
Sanctuary Hotel New York,sanctuari hotel new york,Very Good
Courtyard by Marriott Times Square West,courtyard marriott time squar west,Very Good
Aloft New York Chelsea,aloft new york chelsea,Very Good
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",histor blue angel hotel lexington ave ascend hotel collect,Excellent
La Quinta by Wyndham Time Square South,la quinta wyndham time squar south,Very Good
Wingate by Wyndham New York Midtown South/5th Ave,wingat wyndham new york midtown south5th ave,Very Good
Hyatt Centric Midtown 5th Avenue New York,hyatt centric midtown 5th avenu new york,Very Good
Renaissance New York Midtown Hotel,renaiss new york midtown hotel,Excellent
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
Hotel Edison Times Square,hotel edison time squar,Good
Kimpton Hotel Eventi by IHG,kimpton hotel eventi ihg,Very Good
"The Cloud One New York-Downtown, by the Motel One Group",cloud one new yorkdowntown motel one group,Excellent
Motto By Hilton New York City Times Square,motto hilton new york citi time squar,Very Good
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
InterContinental New York Barclay Hotel by IHG,intercontinent new york barclay hotel ihg,Very Good
The Knickerbocker,knickerbock,Very Good
Four Points by Sheraton Manhattan SoHo Village,four point sheraton manhattan soho villag,Very Good
Courtyard New York Manhattan/Midtown West,courtyard new york manhattanmidtown west,Excellent
Sheraton Tribeca New York Hotel,sheraton tribeca new york hotel,Good
