name,price,address,distance,rating,review_count,numeric_review_count,numeric_score,stars,room_type,snapshot_date,check_in,check_out,ttt,los
Hotel 309,US$738,"Chelsea, New York",3.6 km from downtown,"Scored 6.2
6.2
Review score
1,871 reviews","1,871 review",1871,6.2,2 stars,Economy Room with Shared Bath,5/10/2025,5/19/2025,5/23/2025,9,4
Hampton Inn Manhattan-35th St Empire State Bldg,"US$1,325","Manhattan, New York",2 km from downtown,"Scored 8.3
8.3
Very Good
6,519 reviews","6,519 review",6519,8.3,3 stars,King Room - Non-Smoking,5/10/2025,5/19/2025,5/23/2025,9,4
Hyatt Place New York Chelsea,"US$1,596","Chelsea, New York",2.8 km from downtown,"Scored 7.9
7.9
Good
18,284 reviews","18,284 review",18284,7.9,4 stars,King Room with Roll-In Shower - Disability Access,5/10/2025,5/19/2025,5/23/2025,9,4
Hyatt Grand Central New York,"US$1,430","Midtown East, New York",1.9 km from downtown,"Scored 7.4
7.4
Good
2,984 reviews","2,984 review",2984,7.4,4 stars,King Room with Roll-In Shower - Disability Access,5/10/2025,5/19/2025,5/23/2025,9,4
Hilton Club The Central at 5th New York,"US$3,287","Midtown East, New York",1.3 km from downtown,"Scored 9.0
9.0
Wonderful
830 reviews",830 review,830,9,3 stars,One-Bedroom King Suite with Sofa Bed,5/10/2025,5/19/2025,5/24/2025,9,5
Pod Times Square,"US$1,129","Hell's Kitchen, New York",1.4 km from downtown,"Scored 8.3
8.3
Very Good
23,035 reviews","23,035 review",23035,8.3,3 stars,Bunk Pod,5/10/2025,5/19/2025,5/24/2025,9,5
Paramount Hotel Times Square,US$856,"Manhattan, New York",1 km from downtown,"Scored 7.0
7.0
Good
236 reviews",236 review,236,7,4 stars,Standard Room - Disability Access,5/10/2025,5/19/2025,5/24/2025,9,5
Pod 51,"US$1,002","Midtown East, New York",1.7 km from downtown,"Scored 7.9
7.9
Good
11,236 reviews","11,236 review",11236,7.9,3 stars,Standard Bunk Bed Room with Shared Bathroom,5/10/2025,5/19/2025,5/24/2025,9,5
"U Hotel Fifth Avenue, Empire State Building","US$1,234","Manhattan, New York",2.1 km from downtown,"Scored 8.0
8.0
Very Good
3,351 reviews","3,351 review",3351,8,3 stars,Queen Room,5/10/2025,5/19/2025,5/24/2025,9,5
Motto By Hilton New York City Times Square,"US$1,474","Manhattan, New York",1 km from downtown,"Scored 8.0
8.0
Very Good
1,248 reviews","1,248 review",1248,8,3 stars,Queen Room,5/10/2025,5/19/2025,5/24/2025,9,5
Pod 39,"US$1,148","Murray Hill, New York",2.1 km from downtown,"Scored 8.3
8.3
Very Good
12,774 reviews","12,774 review",12774,8.3,3 stars,Twin Pod,5/10/2025,5/19/2025,5/24/2025,9,5
The Luxury Collection Hotel Manhattan Midtown,"US$3,179","Manhattan, New York",0.5 km from downtown,"Scored 8.0
8.0
Very Good
414 reviews",414 review,414,8,5 stars,One-Bedroom Suite with Two Queen Beds with Living Room and City View,5/10/2025,5/19/2025,5/24/2025,9,5
"The New Yorker, A Wyndham Hotel","US$1,384","Hell's Kitchen, New York",2 km from downtown,"Scored 7.7
7.7
Good
15,551 reviews","15,551 review",15551,7.7,4 stars,Standard Queen Room,5/10/2025,5/19/2025,5/24/2025,9,5
Fairfield Inn by Marriott New York Manhattan/Financial District,"US$1,332","Manhattan, New York",7.2 km from downtown,"Scored 7.9
7.9
Good
3,637 reviews","3,637 review",3637,7.9,3 stars,King Room,5/10/2025,5/19/2025,5/24/2025,9,5
Romer Hell's Kitchen,"US$1,656","Hell's Kitchen, New York",0.6 km from downtown,"Scored 8.6
8.6
Excellent
2,708 reviews","2,708 review",2708,8.6,4 stars,Deluxe King,5/10/2025,5/19/2025,5/24/2025,9,5
Hampton Inn by Hilton New York Times Square,"US$1,609","Manhattan, New York",1 km from downtown,"Scored 7.8
7.8
Good
2,790 reviews","2,790 review",2790,7.8,3 stars,King Room,5/10/2025,5/19/2025,5/24/2025,9,5
"The Mayfair Hotel Times Square, Ascend Hotel Collection","US$1,230","Manhattan, New York",0.8 km from downtown,"Scored 8.5
8.5
Very Good
2,218 reviews","2,218 review",2218,8.5,3 stars,Boutique Double - Non Smoking,5/10/2025,5/19/2025,5/24/2025,9,5
Millennium Downtown New York,"US$1,425","Manhattan, New York",6.8 km from downtown,"Scored 7.2
7.2
Good
5,120 reviews","5,120 review",5120,7.2,4 stars,RENOVATED Deluxe King - City View,5/10/2025,5/19/2025,5/24/2025,9,5
The FIDI Hotel,"US$1,382","Manhattan, New York",7.6 km from downtown,"Scored 8.1
8.1
Very Good
1,536 reviews","1,536 review",1536,8.1,4 stars,Standard Full,5/10/2025,5/19/2025,5/24/2025,9,5
Hotel Edison Times Square,"US$1,660","Manhattan, New York",1 km from downtown,"Scored 7.7
7.7
Good
12,933 reviews","12,933 review",12933,7.7,4 stars,Signature 1 King Bed,5/10/2025,5/19/2025,5/24/2025,9,5
"Hotel Shocard Broadway, Times Square","US$1,085","Manhattan, New York",1.5 km from downtown,"Scored 7.1
7.1
Good
2,799 reviews","2,799 review",2799,7.1,3 stars,Queen Room,5/10/2025,5/19/2025,5/24/2025,9,5
Hilton Garden Inn New York Times Square South,"US$1,639","Hell's Kitchen, New York",1.8 km from downtown,"Scored 8.2
8.2
Very Good
3,912 reviews","3,912 review",3912,8.2,3 stars,King Room with Roll-In Shower - Mobility/Hearing Accessible,5/10/2025,5/19/2025,5/24/2025,9,5
TRYP by Wyndham New York City Times Square - Midtown,"US$1,476","Hell's Kitchen, New York",1.9 km from downtown,"Scored 7.4
7.4
Good
2,637 reviews","2,637 review",2637,7.4,4 stars,Queen Room,5/10/2025,5/19/2025,5/24/2025,9,5
DoubleTree by Hilton New York Midtown Fifth Ave,"US$1,831","Manhattan, New York",1 km from downtown,"Scored 7.7
7.7
Good
1,951 reviews","1,951 review",1951,7.7,4 stars,King Room,5/10/2025,5/19/2025,5/24/2025,9,5
The Chelsean New York,"US$1,238","Chelsea, New York",2.8 km from downtown,"Scored 7.1
7.1
Good
3,028 reviews","3,028 review",3028,7.1,3 stars,"Guest Room, 1 King",5/10/2025,5/19/2025,5/24/2025,9,5
Hyatt Place New York City - Times Square,"US$1,785","Hell's Kitchen, New York",1.7 km from downtown,"Scored 7.8
7.8
Good
21,638 reviews","21,638 review",21638,7.8,4 stars,Standard King Room,5/10/2025,5/19/2025,5/24/2025,9,5
Hotel Richland LES,"US$1,164","Chinatown, New York",6 km from downtown,"Scored 8.3
8.3
Very Good
1,634 reviews","1,634 review",1634,8.3,3 stars,Queen Room,5/10/2025,5/19/2025,5/24/2025,9,5
Citadines Connect Fifth Avenue New York,"US$1,458","Manhattan, New York",1.4 km from downtown,"Scored 7.5
7.5
Good
3,243 reviews","3,243 review",3243,7.5,3 stars,Premier King Room,5/10/2025,5/19/2025,5/24/2025,9,5
La Quinta by Wyndham Time Square South,"US$1,556","Hell's Kitchen, New York",1.7 km from downtown,"Scored 8.5
8.5
Very Good
4,356 reviews","4,356 review",4356,8.5,3 stars,King Room - Non-Smoking,5/10/2025,5/19/2025,5/24/2025,9,5
Sixty LES,"US$1,497","Lower East Side, New York",5.2 km from downtown,"Scored 7.7
7.7
Good
847 reviews",847 review,847,7.7,4 stars,Queen Studio,5/10/2025,5/19/2025,5/24/2025,9,5
Sheraton New York Times Square Hotel,"US$1,458","Manhattan, New York",0.6 km from downtown,"Scored 6.4
6.4
Review score
1,895 reviews","1,895 review",1895,6.4,4 stars,"Traditional, Guest room, 1 Queen",5/10/2025,5/19/2025,5/24/2025,9,5
Hotel Hayden New York,"US$1,365","Chelsea, New York",2.5 km from downtown,"Scored 7.1
7.1
Good
3,208 reviews","3,208 review",3208,7.1,4 stars,King Room - Disability Access,5/10/2025,5/19/2025,5/24/2025,9,5
Four Points by Sheraton New York Downtown,"US$1,364","Manhattan, New York",7 km from downtown,"Scored 7.9
7.9
Good
2,059 reviews","2,059 review",2059,7.9,3 stars,"Guest room, 1 Queen",5/10/2025,5/19/2025,5/24/2025,9,5
Home2 Suites By Hilton New York Times Square,"US$1,527","Manhattan, New York",1 km from downtown,"Scored 7.8
7.8
Good
1,319 reviews","1,319 review",1319,7.8,3 stars,Queen Studio Suite,5/10/2025,5/19/2025,5/24/2025,9,5
Courtyard New York Downtown Manhattan/Financial District,"US$1,448","Manhattan, New York",7.1 km from downtown,"Scored 7.8
7.8
Good
2,288 reviews","2,288 review",2288,7.8,3 stars,"Guest room, 1 King, City view",5/10/2025,5/19/2025,5/24/2025,9,5
Doubletree By Hilton New York Times Square West,"US$1,470","Hell's Kitchen, New York",1.6 km from downtown,"Scored 6.9
6.9
Review score
10,605 reviews","10,605 review",10605,6.9,4 stars,Standard King Room,5/10/2025,5/19/2025,5/24/2025,9,5
Leon Hotel LES,"US$1,269","Chinatown, New York",5.9 km from downtown,"Scored 8.1
8.1
Very Good
2,572 reviews","2,572 review",2572,8.1,3 stars,Deluxe King Room,5/10/2025,5/19/2025,5/24/2025,9,5
TownePlace Suites by Marriott New York Manhattan/Chelsea,"US$1,847","Chelsea, New York",2.5 km from downtown,"Scored 8.3
8.3
Very Good
7,753 reviews","7,753 review",7753,8.3,4 stars,King Studio,5/10/2025,5/19/2025,5/24/2025,9,5
Hyatt Centric Midtown 5th Avenue New York,"US$1,904","Manhattan, New York",1.9 km from downtown,"Scored 8.0
8.0
Very Good
1,223 reviews","1,223 review",1223,8,4 stars,Standard King Room,5/10/2025,5/19/2025,5/24/2025,9,5
The Manhattan at Times Square,"US$1,522","Manhattan, New York",0.7 km from downtown,"Scored 5.5
5.5
Review score
7,530 reviews","7,530 review",7530,5.5,4 stars,Standard Room,5/10/2025,5/19/2025,5/24/2025,9,5
The Dominick Hotel,"US$3,279","SoHo, New York",5.1 km from downtown,"Scored 8.6
8.6
Excellent
1,156 reviews","1,156 review",1156,8.6,5 stars,Hudson Square King Room,5/10/2025,5/19/2025,5/24/2025,9,5
LUMA Hotel - Times Square,"US$2,282","Manhattan, New York",1.5 km from downtown,"Scored 9.0
9.0
Wonderful
4,181 reviews","4,181 review",4181,9,4 stars,Metro King Studio with Sofa Bed,5/10/2025,5/19/2025,5/24/2025,9,5
Fairfield By Marriott New York Manhattan Times Square,"US$1,815","Hell's Kitchen, New York",1.6 km from downtown,"Scored 8.3
8.3
Very Good
5,726 reviews","5,726 review",5726,8.3,4 stars,Queen Room Accessible,5/10/2025,5/19/2025,5/24/2025,9,5
voco Times Square South New York by IHG,"US$1,498","Hell's Kitchen, New York",1.8 km from downtown,"Scored 8.2
8.2
Very Good
3,854 reviews","3,854 review",3854,8.2,4 stars,Standard Room with Full Bed and Tub - Mobility Accessible,5/10/2025,5/19/2025,5/24/2025,9,5
Westgate New York Grand Central,"US$1,534","Murray Hill, New York",2.2 km from downtown,"Scored 8.3
8.3
Very Good
81 reviews",81 review,81,8.3,4 stars,Luxe Queen,5/10/2025,5/19/2025,5/24/2025,9,5
CIVILIAN Hotel,"US$1,595","Hell's Kitchen, New York",0.9 km from downtown,"Scored 8.7
8.7
Excellent
4,897 reviews","4,897 review",4897,8.7,4 stars,Queen Room,5/10/2025,5/19/2025,5/24/2025,9,5
Element Times Square West,"US$1,492","Hell's Kitchen, New York",1.6 km from downtown,"Scored 8.0
8.0
Very Good
7,734 reviews","7,734 review",7734,8,4 stars,King Room - Hearing Accessible,5/10/2025,5/19/2025,5/24/2025,9,5
Homewood Suites Midtown Manhattan Times Square South,"US$1,749","Hell's Kitchen, New York",1.8 km from downtown,"Scored 8.3
8.3
Very Good
4,411 reviews","4,411 review",4411,8.3,3 stars,Efficiency King Studio with Sofa Bed,5/10/2025,5/19/2025,5/24/2025,9,5
Four Points by Sheraton Manhattan SoHo Village,"US$1,526","SoHo, New York",5 km from downtown,"Scored 8.0
8.0
Very Good
891 reviews",891 review,891,8,3 stars,"Guest Room, 1 King",5/10/2025,5/19/2025,5/24/2025,9,5
Hyatt Grand Central New York,"US$1,717","Midtown East, New York",1.9 km from downtown,"Scored 7.4
7.4
Good
2,984 reviews","2,984 review",2984,7.4,4 stars,King Room,5/10/2025,5/19/2025,5/24/2025,9,5
SpringHill Suites by Marriott New York Manhattan/Times Square South,"US$2,028","Hell's Kitchen, New York",1.9 km from downtown,"Scored 8.2
8.2
Very Good
7,732 reviews","7,732 review",7732,8.2,4 stars,Queen Room - Non-Smoking,5/10/2025,5/19/2025,5/24/2025,9,5
"The Cloud One New York-Downtown, by the Motel One Group","US$2,081","Manhattan, New York",7 km from downtown,"Scored 8.6
8.6
Excellent
6,699 reviews","6,699 review",6699,8.6,4 stars,Standard King Room,5/10/2025,5/19/2025,5/24/2025,9,5
Royalton New York,"US$1,962","Manhattan, New York",1.4 km from downtown,"Scored 7.5
7.5
Good
3,117 reviews","3,117 review",3117,7.5,4 stars,Standard Queen Room,5/10/2025,5/19/2025,5/24/2025,9,5
Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,"US$1,619","Chelsea, New York",2.6 km from downtown,"Scored 8.0
8.0
Very Good
1,024 reviews","1,024 review",1024,8,3 stars,King Room,5/10/2025,5/19/2025,5/24/2025,9,5
Hilton Club The Central at 5th New York,"US$3,287","Midtown East, New York",1.3 km from downtown,"Scored 9.0
9.0
Wonderful
830 reviews",830 review,830,9,3 stars,One-Bedroom King Suite with Sofa Bed,5/10/2025,5/19/2025,5/24/2025,9,5
Pod Times Square,"US$1,129","Hell's Kitchen, New York",1.4 km from downtown,"Scored 8.3
8.3
Very Good
23,035 reviews","23,035 review",23035,8.3,3 stars,Bunk Pod,5/10/2025,5/19/2025,5/24/2025,9,5
Paramount Hotel Times Square,US$856,"Manhattan, New York",1 km from downtown,"Scored 7.0
7.0
Good
236 reviews",236 review,236,7,4 stars,Standard Room - Disability Access,5/10/2025,5/19/2025,5/24/2025,9,5
Pod 51,"US$1,002","Midtown East, New York",1.7 km from downtown,"Scored 7.9
7.9
Good
11,236 reviews","11,236 review",11236,7.9,3 stars,Standard Bunk Bed Room with Shared Bathroom,5/10/2025,5/19/2025,5/24/2025,9,5
"U Hotel Fifth Avenue, Empire State Building","US$1,234","Manhattan, New York",2.1 km from downtown,"Scored 8.0
8.0
Very Good
3,351 reviews","3,351 review",3351,8,3 stars,Queen Room,5/10/2025,5/19/2025,5/24/2025,9,5
Motto By Hilton New York City Times Square,"US$1,474","Manhattan, New York",1 km from downtown,"Scored 8.0
8.0
Very Good
1,248 reviews","1,248 review",1248,8,3 stars,Queen Room,5/10/2025,5/19/2025,5/24/2025,9,5
Pod 39,"US$1,148","Murray Hill, New York",2.1 km from downtown,"Scored 8.3
8.3
Very Good
12,774 reviews","12,774 review",12774,8.3,3 stars,Twin Pod,5/10/2025,5/19/2025,5/24/2025,9,5
The Luxury Collection Hotel Manhattan Midtown,"US$3,179","Manhattan, New York",0.5 km from downtown,"Scored 8.0
8.0
Very Good
414 reviews",414 review,414,8,5 stars,One-Bedroom Suite with Two Queen Beds with Living Room and City View,5/10/2025,5/19/2025,5/24/2025,9,5
"The New Yorker, A Wyndham Hotel","US$1,384","Hell's Kitchen, New York",2 km from downtown,"Scored 7.7
7.7
Good
15,551 reviews","15,551 review",15551,7.7,4 stars,Standard Queen Room,5/10/2025,5/19/2025,5/24/2025,9,5
Fairfield Inn by Marriott New York Manhattan/Financial District,"US$1,332","Manhattan, New York",7.2 km from downtown,"Scored 7.9
7.9
Good
3,637 reviews","3,637 review",3637,7.9,3 stars,King Room,5/10/2025,5/19/2025,5/24/2025,9,5
Romer Hell's Kitchen,"US$1,656","Hell's Kitchen, New York",0.6 km from downtown,"Scored 8.6
8.6
Excellent
2,708 reviews","2,708 review",2708,8.6,4 stars,Deluxe King,5/10/2025,5/19/2025,5/24/2025,9,5
Hampton Inn by Hilton New York Times Square,"US$1,609","Manhattan, New York",1 km from downtown,"Scored 7.8
7.8
Good
2,790 reviews","2,790 review",2790,7.8,3 stars,King Room,5/10/2025,5/19/2025,5/24/2025,9,5
"The Mayfair Hotel Times Square, Ascend Hotel Collection","US$1,230","Manhattan, New York",0.8 km from downtown,"Scored 8.5
8.5
Very Good
2,218 reviews","2,218 review",2218,8.5,3 stars,Boutique Double - Non Smoking,5/10/2025,5/19/2025,5/24/2025,9,5
Millennium Downtown New York,"US$1,425","Manhattan, New York",6.8 km from downtown,"Scored 7.2
7.2
Good
5,120 reviews","5,120 review",5120,7.2,4 stars,RENOVATED Deluxe King - City View,5/10/2025,5/19/2025,5/24/2025,9,5
The FIDI Hotel,"US$1,382","Manhattan, New York",7.6 km from downtown,"Scored 8.1
8.1
Very Good
1,536 reviews","1,536 review",1536,8.1,4 stars,Standard Full,5/10/2025,5/19/2025,5/24/2025,9,5
Hotel Edison Times Square,"US$1,660","Manhattan, New York",1 km from downtown,"Scored 7.7
7.7
Good
12,933 reviews","12,933 review",12933,7.7,4 stars,Signature 1 King Bed,5/10/2025,5/19/2025,5/24/2025,9,5
"Hotel Shocard Broadway, Times Square","US$1,085","Manhattan, New York",1.5 km from downtown,"Scored 7.1
7.1
Good
2,799 reviews","2,799 review",2799,7.1,3 stars,Queen Room,5/10/2025,5/19/2025,5/24/2025,9,5
Hilton Garden Inn New York Times Square South,"US$1,639","Hell's Kitchen, New York",1.8 km from downtown,"Scored 8.2
8.2
Very Good
3,912 reviews","3,912 review",3912,8.2,3 stars,King Room with Roll-In Shower - Mobility/Hearing Accessible,5/10/2025,5/19/2025,5/24/2025,9,5
TRYP by Wyndham New York City Times Square - Midtown,"US$1,476","Hell's Kitchen, New York",1.9 km from downtown,"Scored 7.4
7.4
Good
2,637 reviews","2,637 review",2637,7.4,4 stars,Queen Room,5/10/2025,5/19/2025,5/24/2025,9,5
DoubleTree by Hilton New York Midtown Fifth Ave,"US$1,831","Manhattan, New York",1 km from downtown,"Scored 7.7
7.7
Good
1,951 reviews","1,951 review",1951,7.7,4 stars,King Room,5/10/2025,5/19/2025,5/24/2025,9,5
The Chelsean New York,"US$1,238","Chelsea, New York",2.8 km from downtown,"Scored 7.1
7.1
Good
3,028 reviews","3,028 review",3028,7.1,3 stars,"Guest Room, 1 King",5/10/2025,5/19/2025,5/24/2025,9,5
Hyatt Place New York City - Times Square,"US$1,785","Hell's Kitchen, New York",1.7 km from downtown,"Scored 7.8
7.8
Good
21,638 reviews","21,638 review",21638,7.8,4 stars,Standard King Room,5/10/2025,5/19/2025,5/24/2025,9,5
Hotel Richland LES,"US$1,164","Chinatown, New York",6 km from downtown,"Scored 8.3
8.3
Very Good
1,634 reviews","1,634 review",1634,8.3,3 stars,Queen Room,5/10/2025,5/19/2025,5/24/2025,9,5
Citadines Connect Fifth Avenue New York,"US$1,458","Manhattan, New York",1.4 km from downtown,"Scored 7.5
7.5
Good
3,243 reviews","3,243 review",3243,7.5,3 stars,Premier King Room,5/10/2025,5/19/2025,5/24/2025,9,5
La Quinta by Wyndham Time Square South,"US$1,556","Hell's Kitchen, New York",1.7 km from downtown,"Scored 8.5
8.5
Very Good
4,356 reviews","4,356 review",4356,8.5,3 stars,King Room - Non-Smoking,5/10/2025,5/19/2025,5/24/2025,9,5
Sixty LES,"US$1,497","Lower East Side, New York",5.2 km from downtown,"Scored 7.7
7.7
Good
847 reviews",847 review,847,7.7,4 stars,Queen Studio,5/10/2025,5/19/2025,5/24/2025,9,5
Sheraton New York Times Square Hotel,"US$1,458","Manhattan, New York",0.6 km from downtown,"Scored 6.4
6.4
Review score
1,895 reviews","1,895 review",1895,6.4,4 stars,"Traditional, Guest room, 1 Queen",5/10/2025,5/19/2025,5/24/2025,9,5
Hotel Hayden New York,"US$1,365","Chelsea, New York",2.5 km from downtown,"Scored 7.1
7.1
Good
3,208 reviews","3,208 review",3208,7.1,4 stars,King Room - Disability Access,5/10/2025,5/19/2025,5/24/2025,9,5
Four Points by Sheraton New York Downtown,"US$1,364","Manhattan, New York",7 km from downtown,"Scored 7.9
7.9
Good
2,059 reviews","2,059 review",2059,7.9,3 stars,"Guest room, 1 Queen",5/10/2025,5/19/2025,5/24/2025,9,5
Home2 Suites By Hilton New York Times Square,"US$1,527","Manhattan, New York",1 km from downtown,"Scored 7.8
7.8
Good
1,319 reviews","1,319 review",1319,7.8,3 stars,Queen Studio Suite,5/10/2025,5/19/2025,5/24/2025,9,5
Courtyard New York Downtown Manhattan/Financial District,"US$1,448","Manhattan, New York",7.1 km from downtown,"Scored 7.8
7.8
Good
2,288 reviews","2,288 review",2288,7.8,3 stars,"Guest room, 1 King, City view",5/10/2025,5/19/2025,5/24/2025,9,5
Doubletree By Hilton New York Times Square West,"US$1,470","Hell's Kitchen, New York",1.6 km from downtown,"Scored 6.9
6.9
Review score
10,605 reviews","10,605 review",10605,6.9,4 stars,Standard King Room,5/10/2025,5/19/2025,5/24/2025,9,5
Leon Hotel LES,"US$1,269","Chinatown, New York",5.9 km from downtown,"Scored 8.1
8.1
Very Good
2,572 reviews","2,572 review",2572,8.1,3 stars,Deluxe King Room,5/10/2025,5/19/2025,5/24/2025,9,5
TownePlace Suites by Marriott New York Manhattan/Chelsea,"US$1,847","Chelsea, New York",2.5 km from downtown,"Scored 8.3
8.3
Very Good
7,753 reviews","7,753 review",7753,8.3,4 stars,King Studio,5/10/2025,5/19/2025,5/24/2025,9,5
Hyatt Centric Midtown 5th Avenue New York,"US$1,904","Manhattan, New York",1.9 km from downtown,"Scored 8.0
8.0
Very Good
1,223 reviews","1,223 review",1223,8,4 stars,Standard King Room,5/10/2025,5/19/2025,5/24/2025,9,5
The Manhattan at Times Square,"US$1,522","Manhattan, New York",0.7 km from downtown,"Scored 5.5
5.5
Review score
7,530 reviews","7,530 review",7530,5.5,4 stars,Standard Room,5/10/2025,5/19/2025,5/24/2025,9,5
The Dominick Hotel,"US$3,279","SoHo, New York",5.1 km from downtown,"Scored 8.6
8.6
Excellent
1,156 reviews","1,156 review",1156,8.6,5 stars,Hudson Square King Room,5/10/2025,5/19/2025,5/24/2025,9,5
LUMA Hotel - Times Square,"US$2,282","Manhattan, New York",1.5 km from downtown,"Scored 9.0
9.0
Wonderful
4,181 reviews","4,181 review",4181,9,4 stars,Metro King Studio with Sofa Bed,5/10/2025,5/19/2025,5/24/2025,9,5
